203|302|188
203|303|189
203|304|190
203|305|191
203|306|192
203|307|193
203|308|194
203|309|195
203|310|196
203|311|197
203|312|198
203|313|199
203|314|200
203|315|201
203|316|202
203|317|203
203|318|204
203|319|205
203|320|206
203|321|207
203|322|208
203|323|209
203|324|210
203|325|211
203|326|213
203|327|214
203|328|215
203|329|216
203|330|217
203|331|218
203|332|219
203|333|220
203|334|225
203|335|226
203|336|227
203|337|228
203|338|229
203|339|230
203|340|231
203|341|232
203|342|233
203|343|235
203|344|236
203|345|237
204|346|1
204|347|2
204|348|3
204|349|4
204|350|5
204|351|6
205|352|1
206|353|1
207|9|1
208|9|1
209|116|1
210|354|1
211|355|1
212|57|1
213|57|1
214|116|1
215|114|1
216|118|1
217|55|1
218|55|1
219|116|1
220|356|1
220|357|2
221|358|1
222|359|1
223|6|1
224|360|1
225|361|1
226|362|1
227|363|1
228|9|1
229|364|1
230|8|1
231|365|1
232|3|1
233|98|1
234|9|1
235|366|1
236|367|1
237|368|1
238|369|1
239|370|1
240|368|1
241|371|1
241|372|2
241|373|3
242|374|1
242|375|2
242|376|3
242|377|4
243|378|1
243|379|2
243|380|3
243|381|4
243|382|5
243|383|6
243|384|7
243|385|8
243|386|9
243|387|10
243|388|11
243|389|12
243|390|13
243|391|14
243|392|15
243|393|16
244|394|1
245|395|1
246|396|1
246|397|2
247|398|1
248|399|1
249|400|1
250|401|1
251|402|1
252|403|1
252|404|2
252|405|3
253|406|1
254|407|1
254|408|2
254|409|3
255|410|1
255|411|2
256|412|1
257|413|1
258|414|1
259|411|1
260|402|1
261|415|1
261|416|2
261|417|3
261|418|4
261|419|5
261|420|6
262|421|1
262|422|2
262|423|3
262|424|4
262|425|5
262|426|6
263|427|1
264|428|1
265|429|1
266|395|1
267|378|1
267|430|2
267|431|3
268|31|1
269|432|1
270|433|1
271|434|1
272|435|1
273|436|1
274|427|1
275|437|1
276|407|1
277|427|1
278|436|1
279|438|1
279|439|2
279|440|3
279|441|4
279|442|5
279|443|6
279|444|7
280|436|1
281|445|1
282|432|1
283|446|1
284|146|1
285|447|1
285|448|2
285|449|3
286|100|1
287|450|1
288|432|1
289|413|1
290|451|1
290|452|2
291|113|1
292|453|1
293|453|1
294|317|1
295|412|1
296|454|1
297|14|1
298|27|1
299|455|1
300|456|1
301|457|1
301|458|2
302|459|1
303|460|1
304|461|1
305|462|1
306|360|1
307|27|1
308|38|1
309|463|1
310|464|1
311|465|1
312|2|1
313|427|1
314|466|1
315|118|2
315|317|1
315|467|3
316|81|1
317|73|1
317|468|2
317|469|3
318|17|1
319|470|1
320|471|1
320|472|2
321|473|1
322|473|1
323|474|1
324|475|1
325|476|1
325|477|2
326|470|1
327|401|1
328|478|1
329|479|1
329|480|2
329|481|3
330|482|1
331|473|1
332|483|1
333|44|1
334|484|1
335|485|1
336|44|1
337|486|1
338|401|1
339|487|1
340|488|1
341|489|1
342|478|1
343|490|1
344|491|1
345|492|1
346|84|1
347|10|2
347|12|3
347|13|1
347|493|4
347|494|5
347|495|6
347|496|7
347|497|8
347|498|9
347|499|10
347|500|11
347|501|12
347|502|13
347|503|14
347|504|15
347|505|16
347|506|17
347|507|18
347|508|19
347|509|20
347|510|21
347|511|22
347|512|23
347|513|24
347|514|25
347|515|26
347|516|27
347|517|28
347|518|29
347|519|30
348|520|1
349|83|1
350|521|1
351|13|1
351|496|2
351|522|3
352|521|1
353|38|1
354|523|1
355|3|4
355|6|8
355|12|7
355|13|1
355|38|5
355|83|11
355|84|10
355|98|2
355|496|20
355|505|9
355|514|24
355|520|15
355|524|3
355|525|6
355|526|12
355|527|13
355|528|14
355|529|16
355|530|17
355|531|18
355|532|19
355|533|21
355|534|22
355|535|23
355|536|25
355|537|26
355|538|27
355|539|28
355|540|29
356|24|1
357|541|1
358|38|1
359|43|1
360|542|1
361|43|1
362|43|1
363|43|1
364|43|1
365|43|1
366|43|1
367|543|1
367|544|2
368|38|1
369|43|1
370|43|1
371|43|1
372|545|1
373|67|1
374|43|1
375|38|1
376|43|1
377|43|1
377|546|2
378|43|1
379|547|1
380|547|1
381|548|1
382|548|1
383|548|1
384|548|1
385|547|1
386|548|1
387|548|1
388|549|1
389|548|1
390|548|1
391|548|1
392|547|1
393|548|1
394|548|1
395|548|1
396|548|1
397|547|1
398|550|1
399|551|1
400|43|1
401|43|1
402|43|1
403|43|1
404|552|1
405|553|1
406|554|1
407|555|1
408|550|1
409|556|1
410|557|1
411|558|1
411|559|2
412|43|1
413|560|1
414|561|1
415|562|1
415|563|2
415|564|3
415|565|4
416|566|1
417|567|1
418|568|1
419|569|1
420|570|1
421|571|1
422|572|1
423|573|1
424|574|1
424|575|2
425|576|1
426|577|1
426|578|2
426|579|3
426|580|4
426|581|5
426|582|6
426|583|7
427|584|1
428|585|1
429|586|1
430|587|1
431|588|1
432|589|1
433|590|1
434|591|1
435|586|1
436|592|1
437|593|1
438|594|1
439|595|1
440|596|1
440|597|2
441|598|1
441|599|2
442|600|1
442|601|2
443|602|1
444|603|1
444|604|2
445|586|1
446|605|1
446|606|2
446|607|3
447|608|1
448|609|1
449|610|1
450|611|1
450|612|2
451|613|1
451|614|2
451|615|3
452|616|1
453|617|1
453|618|2
453|619|3
454|620|1
454|621|2
454|622|3
454|623|4
454|624|5
455|625|1
456|626|1
457|627|1
457|628|2
457|629|3
457|630|4
457|631|5
457|632|6
457|633|7
457|634|8
457|635|9
457|636|10
458|637|1
458|638|2
458|639|3
458|640|4
458|641|5
458|642|6
458|643|7
459|644|1
460|77|1
460|645|2
461|646|1
461|647|2
462|648|1
462|649|2
462|650|3
462|651|4
462|652|5
462|653|6
462|654|7
462|655|8
462|656|9
462|657|10
462|658|11
462|659|12
462|660|13
462|661|14
462|662|15
462|663|16
462|664|17
462|665|18
462|666|19
462|667|20
462|668|21
462|669|22
462|670|23
462|671|24
462|672|25
462|673|26
462|674|27
463|616|1
464|675|1
464|676|2
464|677|3
464|678|4
464|679|5
464|680|6
465|681|1
466|682|1
466|683|2
467|684|1
467|685|2
467|686|3
468|602|1
469|626|1
470|687|1
471|688|1
471|689|2
471|690|3
471|691|4
471|692|5
471|693|6
471|694|7
472|695|1
473|696|1
474|697|1
474|698|2
474|699|3
475|700|1
476|701|1
476|702|2
476|703|3
476|704|4
476|705|5
477|706|1
478|707|1
479|708|1
479|709|2
479|710|3
479|711|4
479|712|5
480|713|1
481|714|1
481|715|2
481|716|3
481|717|4
482|718|1
483|719|1
484|554|1
485|550|1
486|720|1
487|721|1
487|722|2
488|723|1
489|724|1
489|725|2
490|726|1
490|727|2
490|728|3
491|729|1
492|557|1
492|730|2
493|731|1
493|732|2
493|733|3
494|734|1
495|735|1
495|736|2
495|737|3
496|738|1
496|739|2
496|740|3
496|741|4
497|742|1
498|743|1
498|744|2
499|745|1
500|746|1
